"","Country_Region","confirmed","deaths","recovered","date"
"4096","Cabo Verde",3,1,0,2020-03-24
"4097","Cambodia",91,0,4,2020-03-24
"4098","Cameroon",66,0,2,2020-03-24
"4099","Canada",2790,26,110,2020-03-24
"4100","Central African Republic",3,0,0,2020-03-24
"4101","Chad",3,0,0,2020-03-24
"4102","Chile",922,2,17,2020-03-24
"4103","China",81591,3281,73280,2020-03-24
"4104","Colombia",378,3,6,2020-03-24
"4105","Congo (Brazzaville)",4,0,0,2020-03-24
"4106","Congo (Kinshasa)",45,2,0,2020-03-24
"4107","Costa Rica",177,2,2,2020-03-24
"4108","Cote d'Ivoire",73,0,2,2020-03-24
"4109","Croatia",382,1,5,2020-03-24
"4110","Cuba",48,1,1,2020-03-24
"4111","Cyprus",124,3,3,2020-03-24
"4112","Czechia",1394,3,10,2020-03-24
"4113","Denmark",1718,32,36,2020-03-24
"4114","Djibouti",3,0,0,2020-03-24
"4115","Dominica",2,0,0,2020-03-24
"4116","Dominican Republic",312,6,3,2020-03-24
"4117","Ecuador",1082,27,3,2020-03-24
"4118","Egypt",402,20,80,2020-03-24
"4119","El Salvador",5,0,0,2020-03-24
"4120","Equatorial Guinea",9,0,0,2020-03-24
"4121","Eritrea",1,0,0,2020-03-24
"4122","Estonia",369,0,7,2020-03-24
"4123","Eswatini",4,0,0,2020-03-24
"4124","Ethiopia",12,0,0,2020-03-24
"4125","Fiji",4,0,0,2020-03-24
"4126","Finland",792,1,10,2020-03-24
"4127","France",22622,1102,3288,2020-03-24
"4128","Gabon",6,1,0,2020-03-24
"4129","Gambia",3,1,0,2020-03-24
"4130","Georgia",70,0,9,2020-03-24
"4131","Germany",32986,157,3243,2020-03-24
"4132","Ghana",53,2,0,2020-03-24
"4133","Greece",743,20,29,2020-03-24
"4134","Grenada",1,0,0,2020-03-24
"4135","Guatemala",21,1,0,2020-03-24
"4136","Guinea",4,0,0,2020-03-24
"4137","Guyana",5,1,0,2020-03-24
"4138","Haiti",7,0,0,2020-03-24
"4139","Holy See",4,0,0,2020-03-24
"4140","Honduras",30,0,0,2020-03-24
"4141","Hungary",187,9,21,2020-03-24
"4142","Iceland",648,2,51,2020-03-24
"4143","India",536,10,40,2020-03-24
"4144","Indonesia",686,55,30,2020-03-24
"4145","Iran",24811,1934,8913,2020-03-24
"4146","Iraq",316,27,75,2020-03-24
"4147","Ireland",1329,7,5,2020-03-24
"4148","Israel",1930,3,53,2020-03-24
"4149","Italy",69176,6820,8326,2020-03-24
"4150","Jamaica",21,1,2,2020-03-24
"4151","Japan",1193,43,285,2020-03-24
"4152","Jordan",154,0,1,2020-03-24
"4153","Kazakhstan",72,0,0,2020-03-24
"4154","Kenya",25,0,0,2020-03-24
"4155","Korea, South",9037,120,3507,2020-03-24
"4156","Kuwait",191,0,39,2020-03-24
"4157","Kyrgyzstan",42,0,0,2020-03-24
"4158","Laos",2,0,0,2020-03-24
"4159","Latvia",197,0,1,2020-03-24
"4160","Lebanon",318,4,8,2020-03-24
"4161","Liberia",3,0,0,2020-03-24
"4162","Libya",1,0,0,2020-03-24
"4163","Liechtenstein",51,0,0,2020-03-24
"4164","Lithuania",209,2,1,2020-03-24
"4165","Luxembourg",1099,8,6,2020-03-24
"4166","Madagascar",17,0,0,2020-03-24
"4167","Malaysia",1624,16,183,2020-03-24
"4168","Maldives",13,0,5,2020-03-24
"4169","Malta",110,0,2,2020-03-24
"4170","Mauritania",2,0,0,2020-03-24
"4171","Mauritius",42,2,0,2020-03-24
"4172","Mexico",367,4,4,2020-03-24
"4173","Moldova",125,1,2,2020-03-24
"4174","Monaco",23,0,1,2020-03-24
"4175","Mongolia",10,0,0,2020-03-24
"4176","Montenegro",47,1,0,2020-03-24
"4177","Morocco",170,5,6,2020-03-24
"4178","Mozambique",3,0,0,2020-03-24
"4179","Namibia",7,0,2,2020-03-24
"4180","Nepal",2,0,1,2020-03-24
"4181","Netherlands",5580,277,3,2020-03-24
"4182","New Zealand",155,0,12,2020-03-24
"4183","Nicaragua",2,0,0,2020-03-24
"4184","Niger",3,0,0,2020-03-24
"4185","Nigeria",44,1,2,2020-03-24
"4186","North Macedonia",148,2,1,2020-03-24
"4187","Norway",2863,12,6,2020-03-24
"4188","Oman",84,0,17,2020-03-24
"4189","Pakistan",972,7,18,2020-03-24
"4190","Panama",345,6,1,2020-03-24
"4191","Papua New Guinea",1,0,0,2020-03-24
"4192","Paraguay",27,2,0,2020-03-24
"4193","Peru",416,7,1,2020-03-24
"4194","Philippines",552,35,20,2020-03-24
"4195","Poland",901,10,1,2020-03-24
"4196","Portugal",2362,33,22,2020-03-24
"4197","Qatar",526,0,41,2020-03-24
"4198","Romania",794,11,79,2020-03-24
"4199","Russia",495,1,22,2020-03-24
"4200","Rwanda",40,0,0,2020-03-24
"4201","Saint Lucia",3,0,0,2020-03-24
"4202","Saint Vincent and the Grenadines",1,0,0,2020-03-24
"4203","San Marino",187,21,4,2020-03-24
"4204","Saudi Arabia",767,1,28,2020-03-24
"4205","Senegal",86,0,8,2020-03-24
"4206","Serbia",303,3,15,2020-03-24
"4207","Seychelles",7,0,0,2020-03-24
"4208","Singapore",558,2,156,2020-03-24
"4209","Slovakia",204,0,7,2020-03-24
"4210","Slovenia",480,4,3,2020-03-24
"4211","Somalia",1,0,0,2020-03-24
"4212","South Africa",554,0,4,2020-03-24
"4213","Spain",39885,2808,3794,2020-03-24
"4214","Sri Lanka",102,0,2,2020-03-24
"4215","Sudan",3,1,0,2020-03-24
"4216","Suriname",7,0,0,2020-03-24
"4217","Sweden",2286,36,16,2020-03-24
"4218","Switzerland",9877,122,131,2020-03-24
"4219","Syria",1,0,0,2020-03-24
"4220","Taiwan*",215,2,29,2020-03-24
"4221","Tanzania",12,0,0,2020-03-24
"4222","Thailand",827,4,52,2020-03-24
"4223","Timor-Leste",1,0,0,2020-03-24
"4224","Togo",20,0,1,2020-03-24
"4225","Trinidad and Tobago",57,0,0,2020-03-24
"4226","Tunisia",114,4,1,2020-03-24
"4227","Turkey",1872,44,0,2020-03-24
"4228","Uganda",9,0,0,2020-03-24
"4229","Ukraine",97,3,1,2020-03-24
"4230","United Arab Emirates",248,2,45,2020-03-24
"4231","United Kingdom",8164,423,140,2020-03-24
"4232","Uruguay",162,0,0,2020-03-24
"4233","US",53740,706,348,2020-03-24
"4234","Uzbekistan",50,0,0,2020-03-24
"4235","Venezuela",84,0,15,2020-03-24
"4236","Vietnam",134,0,17,2020-03-24
"4237","Zambia",3,0,0,2020-03-24
"4238","Zimbabwe",3,1,0,2020-03-24
"4239","Afghanistan",84,2,2,2020-03-25
"4240","Albania",146,5,17,2020-03-25
"4241","Algeria",302,21,65,2020-03-25
"4242","Andorra",188,1,1,2020-03-25
"4243","Angola",3,0,0,2020-03-25
"4244","Antigua and Barbuda",3,0,0,2020-03-25
"4245","Argentina",387,8,52,2020-03-25
"4246","Armenia",265,0,16,2020-03-25
"4247","Australia",2364,8,119,2020-03-25
"4248","Austria",5588,30,9,2020-03-25
"4249","Azerbaijan",93,2,10,2020-03-25
"4250","Bahamas",5,0,1,2020-03-25
"4251","Bahrain",419,4,177,2020-03-25
"4252","Bangladesh",39,5,7,2020-03-25
"4253","Barbados",18,0,0,2020-03-25
"4254","Belarus",86,0,29,2020-03-25
"4255","Belgium",4937,178,547,2020-03-25
"4256","Belize",2,0,0,2020-03-25
"4257","Benin",6,0,0,2020-03-25
"4258","Bhutan",2,0,0,2020-03-25
"4259","Bolivia",32,0,0,2020-03-25
"4260","Bosnia and Herzegovina",176,3,2,2020-03-25
"4261","Brazil",2554,59,2,2020-03-25
"4262","Brunei",109,0,2,2020-03-25
"4263","Bulgaria",242,3,4,2020-03-25
"4264","Burkina Faso",146,4,10,2020-03-25
"4265","Cabo Verde",4,1,0,2020-03-25
"4266","Cambodia",96,0,10,2020-03-25
"4267","Cameroon",75,1,2,2020-03-25
"4268","Canada",3251,30,183,2020-03-25
"4269","Central African Republic",3,0,0,2020-03-25
"4270","Chad",3,0,0,2020-03-25
"4271","Chile",1142,3,22,2020-03-25
"4272","China",81661,3285,73773,2020-03-25
"4273","Colombia",470,4,8,2020-03-25
"4274","Congo (Brazzaville)",4,0,0,2020-03-25
"4275","Congo (Kinshasa)",48,2,0,2020-03-25
"4276","Costa Rica",201,2,2,2020-03-25
"4277","Cote d'Ivoire",80,0,3,2020-03-25
"4278","Croatia",442,1,22,2020-03-25
"4279","Cuba",57,1,1,2020-03-25
"4280","Cyprus",132,3,3,2020-03-25
"4281","Czechia",1654,6,10,2020-03-25
"4282","Denmark",1862,34,41,2020-03-25
"4283","Diamond Princess",712,10,587,2020-03-25
"4284","Djibouti",11,0,0,2020-03-25
"4285","Dominica",7,0,0,2020-03-25
"4286","Dominican Republic",392,10,3,2020-03-25
"4287","Ecuador",1173,28,3,2020-03-25
"4288","Egypt",456,21,95,2020-03-25
"4289","El Salvador",9,0,0,2020-03-25
"4290","Equatorial Guinea",9,0,0,2020-03-25
"4291","Eritrea",4,0,0,2020-03-25
"4292","Estonia",404,1,8,2020-03-25
"4293","Eswatini",4,0,0,2020-03-25
"4294","Ethiopia",12,0,0,2020-03-25
"4295","Fiji",5,0,0,2020-03-25
"4296","Finland",880,3,10,2020-03-25
"4297","France",25600,1333,3907,2020-03-25
"4298","Gabon",6,1,0,2020-03-25
"4299","Gambia",3,1,0,2020-03-25
"4300","Georgia",75,0,10,2020-03-25
"4301","Germany",37323,206,3547,2020-03-25
"4302","Ghana",93,4,0,2020-03-25
"4303","Greece",821,22,36,2020-03-25
"4304","Grenada",1,0,0,2020-03-25
"4305","Guatemala",24,1,4,2020-03-25
"4306","Guinea",4,0,0,2020-03-25
"4307","Guinea-Bissau",2,0,0,2020-03-25
"4308","Guyana",5,1,0,2020-03-25
"4309","Haiti",8,0,0,2020-03-25
"4310","Holy See",4,0,0,2020-03-25
"4311","Honduras",36,0,0,2020-03-25
"4312","Hungary",226,10,21,2020-03-25
"4313","Iceland",737,2,56,2020-03-25
"4314","India",657,12,43,2020-03-25
"4315","Indonesia",790,58,31,2020-03-25
"4316","Iran",27017,2077,9625,2020-03-25
"4317","Iraq",346,29,103,2020-03-25
"4318","Ireland",1564,9,5,2020-03-25
"4319","Israel",2369,5,58,2020-03-25
"4320","Italy",74386,7503,9362,2020-03-25
"4321","Jamaica",26,1,2,2020-03-25
"4322","Japan",1307,45,310,2020-03-25
"4323","Jordan",172,0,1,2020-03-25
"4324","Kazakhstan",81,0,0,2020-03-25
"4325","Kenya",28,0,1,2020-03-25
"4326","Korea, South",9137,126,3730,2020-03-25
"4327","Kuwait",195,0,43,2020-03-25
"4328","Kyrgyzstan",44,0,0,2020-03-25
"4329","Laos",3,0,0,2020-03-25
"4330","Latvia",221,0,1,2020-03-25
"4331","Lebanon",333,6,20,2020-03-25
"4332","Liberia",3,0,0,2020-03-25
"4333","Libya",1,0,0,2020-03-25
"4334","Liechtenstein",51,0,0,2020-03-25
"4335","Lithuania",274,4,1,2020-03-25
"4336","Luxembourg",1333,8,6,2020-03-25
"4337","Madagascar",19,0,0,2020-03-25
"4338","Malaysia",1796,20,199,2020-03-25
"4339","Maldives",13,0,8,2020-03-25
"4340","Mali",2,0,0,2020-03-25
"4341","Malta",129,0,2,2020-03-25
"4342","Mauritania",2,0,0,2020-03-25
"4343","Mauritius",48,2,0,2020-03-25
"4344","Mexico",405,5,4,2020-03-25
"4345","Moldova",149,1,2,2020-03-25
"4346","Monaco",31,0,1,2020-03-25
"4347","Mongolia",10,0,0,2020-03-25
"4348","Montenegro",52,1,0,2020-03-25
"4349","Morocco",225,6,7,2020-03-25
"4350","Mozambique",5,0,0,2020-03-25
"4351","Namibia",7,0,2,2020-03-25
"4352","Nepal",3,0,1,2020-03-25
"4353","Netherlands",6438,357,4,2020-03-25
"4354","New Zealand",205,0,22,2020-03-25
"4355","Nicaragua",2,0,0,2020-03-25
"4356","Niger",7,1,0,2020-03-25
"4357","Nigeria",51,1,2,2020-03-25
"4358","North Macedonia",177,3,1,2020-03-25
"4359","Norway",3084,14,6,2020-03-25
"4360","Oman",99,0,17,2020-03-25
"4361","Pakistan",1063,8,21,2020-03-25
"4362","Panama",443,8,1,2020-03-25
"4363","Papua New Guinea",1,0,0,2020-03-25
"4364","Paraguay",37,3,0,2020-03-25
"4365","Peru",480,9,1,2020-03-25
"4366","Philippines",636,38,26,2020-03-25
"4367","Poland",1051,14,7,2020-03-25
"4368","Portugal",2995,43,22,2020-03-25
"4369","Qatar",537,0,41,2020-03-25
"4370","Romania",906,17,86,2020-03-25
"4371","Russia",658,3,29,2020-03-25
"4372","Rwanda",41,0,0,2020-03-25
"4373","Saint Kitts and Nevis",2,0,0,2020-03-25
"4374","Saint Lucia",3,0,0,2020-03-25
"4375","Saint Vincent and the Grenadines",1,0,0,2020-03-25
"4376","San Marino",208,21,4,2020-03-25
"4377","Saudi Arabia",900,2,29,2020-03-25
"4378","Senegal",99,0,9,2020-03-25
"4379","Serbia",384,4,15,2020-03-25
"4380","Seychelles",7,0,0,2020-03-25
"4381","Singapore",631,2,160,2020-03-25
"4382","Slovakia",216,0,7,2020-03-25
"4383","Slovenia",528,5,10,2020-03-25
"4384","Somalia",1,0,0,2020-03-25
"4385","South Africa",709,0,12,2020-03-25
"4386","Spain",49515,3647,5367,2020-03-25
"4387","Sri Lanka",102,0,3,2020-03-25
"4388","Sudan",3,1,0,2020-03-25
"4389","Suriname",8,0,0,2020-03-25
"4390","Sweden",2526,62,16,2020-03-25
"4391","Switzerland",10897,153,131,2020-03-25
"4392","Syria",5,0,0,2020-03-25
"4393","Taiwan*",235,2,29,2020-03-25
"4394","Tanzania",12,0,0,2020-03-25
"4395","Thailand",934,4,70,2020-03-25
"4396","Timor-Leste",1,0,0,2020-03-25
"4397","Togo",23,0,1,2020-03-25
"4398","Trinidad and Tobago",60,1,0,2020-03-25
"4399","Tunisia",173,5,2,2020-03-25
"4400","Turkey",2433,59,26,2020-03-25
"4401","Uganda",14,0,0,2020-03-25
"4402","Ukraine",145,5,1,2020-03-25
"4403","United Arab Emirates",333,2,52,2020-03-25
"4404","United Kingdom",9640,466,140,2020-03-25
"4405","Uruguay",189,0,0,2020-03-25
"4406","US",65778,942,361,2020-03-25
"4407","Uzbekistan",60,0,0,2020-03-25
"4408","Venezuela",91,0,15,2020-03-25
"4409","Vietnam",141,0,17,2020-03-25
"4410","Zambia",12,0,0,2020-03-25
"4411","Zimbabwe",3,1,0,2020-03-25
"4412","Afghanistan",94,4,2,2020-03-26
"4413","Albania",174,6,17,2020-03-26
"4414","Algeria",367,25,29,2020-03-26
"4415","Andorra",224,3,1,2020-03-26
"4416","Angola",4,0,0,2020-03-26
"4417","Antigua and Barbuda",7,0,0,2020-03-26
"4418","Argentina",502,9,63,2020-03-26
"4419","Armenia",290,1,18,2020-03-26
"4420","Australia",2810,13,172,2020-03-26
"4421","Austria",6909,49,112,2020-03-26
"4422","Azerbaijan",122,3,15,2020-03-26
"4423","Bahamas",9,0,1,2020-03-26
"4424","Bahrain",458,4,204,2020-03-26
"4425","Bangladesh",44,5,11,2020-03-26
"4426","Barbados",18,0,0,2020-03-26
"4427","Belarus",86,0,29,2020-03-26
"4428","Belgium",6235,220,675,2020-03-26
"4429","Belize",2,0,0,2020-03-26
"4430","Benin",6,0,0,2020-03-26
"4431","Bhutan",2,0,0,2020-03-26
"4432","Bolivia",43,0,0,2020-03-26
"4433","Bosnia and Herzegovina",191,3,2,2020-03-26
"4434","Brazil",2985,77,6,2020-03-26
"4435","Brunei",114,0,5,2020-03-26
"4436","Bulgaria",264,3,8,2020-03-26
"4437","Burkina Faso",152,7,10,2020-03-26
"4438","Cabo Verde",4,1,0,2020-03-26
"4439","Cambodia",96,0,10,2020-03-26
"4440","Cameroon",75,1,2,2020-03-26
"4441","Canada",4042,38,184,2020-03-26
"4442","Central African Republic",3,0,0,2020-03-26
"4443","Chad",3,0,0,2020-03-26
"4444","Chile",1306,4,22,2020-03-26
"4445","China",81782,3291,74181,2020-03-26
"4446","Colombia",491,6,8,2020-03-26
"4447","Congo (Brazzaville)",4,0,0,2020-03-26
"4448","Congo (Kinshasa)",51,3,0,2020-03-26
"4449","Costa Rica",231,2,2,2020-03-26
"4450","Cote d'Ivoire",96,0,3,2020-03-26
"4451","Croatia",495,3,22,2020-03-26
"4452","Cuba",67,2,1,2020-03-26
"4453","Cyprus",146,3,4,2020-03-26
"4454","Czechia",1925,9,10,2020-03-26
"4455","Denmark",2023,41,50,2020-03-26
"4456","Diamond Princess",712,10,597,2020-03-26
"4457","Djibouti",11,0,0,2020-03-26
"4458","Dominica",11,0,0,2020-03-26
"4459","Dominican Republic",488,10,3,2020-03-26
"4460","Ecuador",1403,34,3,2020-03-26
"4461","Egypt",495,24,102,2020-03-26
"4462","El Salvador",13,0,0,2020-03-26
"4463","Equatorial Guinea",12,0,0,2020-03-26
"4464","Eritrea",6,0,0,2020-03-26
"4465","Estonia",538,1,8,2020-03-26
"4466","Eswatini",6,0,0,2020-03-26
"4467","Ethiopia",12,0,0,2020-03-26
"4468","Fiji",5,0,0,2020-03-26
"4469","Finland",958,5,10,2020-03-26
"4470","France",29551,1698,4955,2020-03-26
"4471","Gabon",7,1,0,2020-03-26
"4472","Gambia",3,1,0,2020-03-26
"4473","Georgia",79,0,11,2020-03-26
"4474","Germany",43938,267,5673,2020-03-26
"4475","Ghana",132,4,1,2020-03-26
"4476","Greece",892,26,36,2020-03-26
"4477","Grenada",7,0,0,2020-03-26
"4478","Guatemala",25,1,4,2020-03-26
"4479","Guinea",4,0,0,2020-03-26
"4480","Guinea-Bissau",2,0,0,2020-03-26
"4481","Guyana",5,1,0,2020-03-26
"4482","Haiti",8,0,0,2020-03-26
"4483","Holy See",4,0,0,2020-03-26
"4484","Honduras",52,1,0,2020-03-26
"4485","Hungary",261,10,28,2020-03-26
"4486","Iceland",802,2,82,2020-03-26
"4487","India",727,20,45,2020-03-26
"4488","Indonesia",893,78,35,2020-03-26
"4489","Iran",29406,2234,10457,2020-03-26
"4490","Iraq",382,36,105,2020-03-26
"4491","Ireland",1819,19,5,2020-03-26
"4492","Israel",2693,8,68,2020-03-26
"4493","Italy",80589,8215,10361,2020-03-26
"4494","Jamaica",26,1,2,2020-03-26
"4495","Japan",1387,47,359,2020-03-26
"4496","Jordan",212,0,1,2020-03-26
"4497","Kazakhstan",111,1,2,2020-03-26
"4498","Kenya",31,1,1,2020-03-26
"4499","Korea, South",9241,131,4144,2020-03-26
"4500","Kosovo",71,1,0,2020-03-26
"4501","Kuwait",208,0,49,2020-03-26
"4502","Kyrgyzstan",44,0,0,2020-03-26
"4503","Laos",6,0,0,2020-03-26
"4504","Latvia",244,0,1,2020-03-26
"4505","Lebanon",368,6,23,2020-03-26
"4506","Liberia",3,0,0,2020-03-26
"4507","Libya",1,0,0,2020-03-26
"4508","Liechtenstein",56,0,0,2020-03-26
"4509","Lithuania",299,4,1,2020-03-26
"4510","Luxembourg",1453,9,6,2020-03-26
"4511","Madagascar",23,0,0,2020-03-26
"4512","Malaysia",2031,23,215,2020-03-26
"4513","Maldives",13,0,8,2020-03-26
"4514","Mali",4,0,0,2020-03-26
"4515","Malta",134,0,2,2020-03-26
"4516","Mauritania",3,0,0,2020-03-26
"4517","Mauritius",81,2,0,2020-03-26
"4518","Mexico",475,6,4,2020-03-26
"4519","Moldova",177,1,2,2020-03-26
"4520","Monaco",33,0,1,2020-03-26
"4521","Mongolia",11,0,0,2020-03-26
"4522","Montenegro",69,1,0,2020-03-26
"4523","Morocco",275,11,8,2020-03-26
"4524","Mozambique",7,0,0,2020-03-26
"4525","Namibia",8,0,2,2020-03-26
"4526","Nepal",3,0,1,2020-03-26
"4527","Netherlands",7468,435,6,2020-03-26
"4528","New Zealand",283,0,27,2020-03-26
"4529","Nicaragua",2,0,0,2020-03-26
"4530","Niger",10,1,0,2020-03-26
"4531","Nigeria",65,1,2,2020-03-26
"4532","North Macedonia",201,3,3,2020-03-26
"4533","Norway",3369,14,6,2020-03-26
"4534","Oman",109,0,23,2020-03-26
"4535","Pakistan",1201,9,21,2020-03-26
"4536","Panama",558,8,2,2020-03-26
"4537","Papua New Guinea",1,0,0,2020-03-26
"4538","Paraguay",41,3,0,2020-03-26
"4539","Peru",580,9,14,2020-03-26
"4540","Philippines",707,45,28,2020-03-26
"4541","Poland",1221,16,7,2020-03-26
"4542","Portugal",3544,60,43,2020-03-26
"4543","Qatar",549,0,43,2020-03-26
"4544","Romania",1029,23,94,2020-03-26
"4545","Russia",840,3,38,2020-03-26
"4546","Rwanda",50,0,0,2020-03-26
"4547","Saint Kitts and Nevis",2,0,0,2020-03-26
"4548","Saint Lucia",3,0,0,2020-03-26
"4549","Saint Vincent and the Grenadines",1,0,0,2020-03-26
"4550","San Marino",208,21,4,2020-03-26
"4551","Saudi Arabia",1012,3,33,2020-03-26
"4552","Senegal",105,0,9,2020-03-26
"4553","Serbia",384,1,0,2020-03-26
"4554","Seychelles",7,0,0,2020-03-26
"4555","Singapore",683,2,172,2020-03-26
"4556","Slovakia",226,0,2,2020-03-26
"4557","Slovenia",562,6,10,2020-03-26
"4558","Somalia",2,0,0,2020-03-26
"4559","South Africa",927,0,12,2020-03-26
"4560","Spain",57786,4365,7015,2020-03-26
"4561","Sri Lanka",106,0,7,2020-03-26
"4562","Sudan",3,1,0,2020-03-26
"4563","Suriname",8,0,0,2020-03-26
"4564","Sweden",2840,77,16,2020-03-26
"4565","Switzerland",11811,191,131,2020-03-26
"4566","Syria",5,0,0,2020-03-26
"4567","Taiwan*",252,2,29,2020-03-26
"4568","Tanzania",13,0,0,2020-03-26
"4569","Thailand",1045,4,88,2020-03-26
"4570","Timor-Leste",1,0,0,2020-03-26
"4571","Togo",23,0,1,2020-03-26
"4572","Trinidad and Tobago",65,1,0,2020-03-26
"4573","Tunisia",197,6,2,2020-03-26
"4574","Turkey",3629,75,26,2020-03-26
"4575","Uganda",14,0,0,2020-03-26
"4576","Ukraine",196,5,1,2020-03-26
"4577","United Arab Emirates",333,2,52,2020-03-26
"4578","United Kingdom",11812,580,150,2020-03-26
"4579","Uruguay",217,0,0,2020-03-26
"4580","US",83836,1209,681,2020-03-26
"4581","Uzbekistan",75,0,0,2020-03-26
"4582","Venezuela",107,0,15,2020-03-26
"4583","Vietnam",153,0,20,2020-03-26
"4584","West Bank and Gaza",84,1,17,2020-03-26
"4585","Zambia",16,0,0,2020-03-26
"4586","Zimbabwe",3,1,0,2020-03-26
